sub,sess,condition,muRatio,group,cort_to_Put,cort_to_CN
131,Pre,MT1,1.3473677440684872,practice,-0.569508210993138,-0.122098995317909
131,Pre,MT2,1.68984111829227,practice,-0.569508210993138,-0.122098995317909
132,Pre,MT1,1.6494144276384493,practice,0.535886890988757,1.42609532827933
132,Pre,MT2,1.973863933851171,practice,0.535886890988757,1.42609532827933
134,Pre,MT1,1.4280069505364281,practice,0.598675918122274,0.130075193245453
134,Pre,MT2,1.615203119776201,practice,0.598675918122274,0.130075193245453
135,Pre,MT1,1.5657786090477082,practice,0.525950724670399,-0.353739463838977
135,Pre,MT2,1.5994747603050712,practice,0.525950724670399,-0.353739463838977
137,Pre,MT1,1.5806411926310324,practice,-0.709192872683812,0.00873732081301156
137,Pre,MT2,2.0091635688759024,practice,-0.709192872683812,0.00873732081301156
138,Pre,MT1,1.4174235510175195,practice,0.0276769354291938,1.07994673443963
138,Pre,MT2,1.9252884181980057,practice,0.0276769354291938,1.07994673443963
139,Pre,MT1,1.4367829000361119,practice,-1.58019234145429,0.546383191984895
139,Pre,MT2,1.4499694281644813,practice,-1.58019234145429,0.546383191984895
140,Pre,MT1,1.2085764155688634,practice,1.57619707320767,0.281802546421419
140,Pre,MT2,1.8924056251446335,practice,1.57619707320767,0.281802546421419
141,Pre,MT1,1.3105169885878356,practice,0.397319956640325,1.24135992759136
141,Pre,MT2,1.7397249607894572,practice,0.397319956640325,1.24135992759136
142,Pre,MT1,1.4649993946525326,practice,1.49162437232094,-0.585713654884981
142,Pre,MT2,1.493731148425225,practice,1.49162437232094,-0.585713654884981
145,Pre,MT1,1.1891066388970986,practice,1.72902999125318,-1.31513907818317
145,Pre,MT2,1.7009162065339698,practice,1.72902999125318,-1.31513907818317
146,Pre,MT1,1.4240904599504092,practice,-1.44366093963327,-0.0755531404085394
146,Pre,MT2,1.98500897592896,practice,-1.44366093963327,-0.0755531404085394
147,Pre,MT1,1.281655148835702,practice,0.809779029001763,-0.237888734778271
147,Pre,MT2,2.0333400646707003,practice,0.809779029001763,-0.237888734778271
148,Pre,MT1,1.1662578982948915,practice,-0.892932852234884,-0.277181007589691
148,Pre,MT2,1.4891191331788913,practice,-0.892932852234884,-0.277181007589691
149,Pre,MT1,1.377593745874262,practice,0.490658787495892,-1.09969796914542
149,Pre,MT2,1.7729913880427943,practice,0.490658787495892,-1.09969796914542
201,Pre,MT1,1.7192512889895712,control,-0.833659703342193,-0.467455821967318
201,Pre,MT2,1.759055574951347,control,-0.833659703342193,-0.467455821967318
202,Pre,MT1,0.9042369152616948,control,0.841305886326153,1.52906926262327
202,Pre,MT2,1.7165049556151737,control,0.841305886326153,1.52906926262327
203,Pre,MT1,1.7789051003660856,control,-1.049388354204,-0.882158938368257
203,Pre,MT2,2.3141141297745196,control,-1.049388354204,-0.882158938368257
206,Pre,MT1,1.4726307002994827,control,0.63769245634547,-0.673866964907731
206,Pre,MT2,2.1864312927876255,control,0.63769245634547,-0.673866964907731
207,Pre,MT1,1.1078334712058648,control,-0.317075673418817,0.0937927268196247
207,Pre,MT2,1.3184698104041204,control,-0.317075673418817,0.0937927268196247
208,Pre,MT1,0.9327653603915697,control,-0.160708103392632,-1.33564439345539
208,Pre,MT2,1.0319258165108935,control,-0.160708103392632,-1.33564439345539
209,Pre,MT1,1.046706953807331,control,-1.79182279846359,-0.39733911117251
209,Pre,MT2,1.6033512328397257,control,-1.79182279846359,-0.39733911117251
210,Pre,MT1,1.169635788438095,control,0.761244749681191,-0.864999697401663
210,Pre,MT2,1.6584619249106287,control,0.761244749681191,-0.864999697401663
211,Pre,MT1,1.2506459671738799,control,1.0005282459999,-1.8931015810753
211,Pre,MT2,1.8503299059731249,control,1.0005282459999,-1.8931015810753
212,Pre,MT1,1.201991060273183,control,1.37295266502083,-0.189223496863655
212,Pre,MT2,1.8429284708996132,control,1.37295266502083,-0.189223496863655
213,Pre,MT1,1.5131817166603496,control,-0.250284105591234,-0.279929854956577
213,Pre,MT2,1.5329828410966004,control,-0.250284105591234,-0.279929854956577
214,Pre,MT1,1.198322645287272,control,2.47431306865065,0.719978104840895
214,Pre,MT2,1.3751347607529256,control,2.47431306865065,0.719978104840895
215,Pre,MT1,1.3690054863344008,control,-2.3641642314307,-0.847318034251777
215,Pre,MT2,1.4197844529288588,control,-2.3641642314307,-0.847318034251777
216,Pre,MT1,1.0811437610252406,control,0.253833846097498,2.74681218028936
216,Pre,MT2,1.502838195131571,control,0.253833846097498,2.74681218028936
217,Pre,MT1,0.964990022440532,control,-0.211211606453566,0.248286621689603
217,Pre,MT2,1.5087456251578752,control,-0.211211606453566,0.248286621689603
218,Pre,MT1,1.6144002037057683,control,-0.535026325529466,-0.0403522004334011
218,Pre,MT2,1.7439611885256228,control,-0.535026325529466,-0.0403522004334011
220,Pre,MT1,1.178965699286281,control,0.622543391871509,-0.925964340060446
220,Pre,MT2,1.6103273633356818,control,0.622543391871509,-0.925964340060446
221,Pre,MT1,1.291667748872382,control,-0.766513412296574,-0.511237012958166
221,Pre,MT2,1.402712565235864,control,-0.766513412296574,-0.511237012958166
222,Pre,MT1,1.1463885459954704,control,-0.648376560271858,0.567501566235118
222,Pre,MT2,1.5568561954908757,control,-0.648376560271858,0.567501566235118
223,Pre,MT1,1.6244586896232922,control,-1.49613844223326,2.11547325680926
223,Pre,MT2,1.6596023592212188,control,-1.49613844223326,2.11547325680926
224,Pre,MT1,1.2406218153900204,control,-0.144203997971171,1.69808988782187
224,Pre,MT2,1.532770193335433,control,-0.144203997971171,1.69808988782187
227,Pre,MT1,1.101752001966269,control,0.566583293317954,0.530147159421352
227,Pre,MT2,1.5373095087911839,control,0.566583293317954,0.530147159421352
229,Pre,MT1,0.990571510946016,control,1.65015430897192,-1.65224482900958
229,Pre,MT2,1.4242077623632377,control,1.65015430897192,-1.65224482900958
230,Pre,MT1,0.9595192984914813,control,0.451304695978563,-0.685551961424652
230,Pre,MT2,1.5769418330652096,control,0.451304695978563,-0.685551961424652
231,Pre,MT1,1.3065299299169184,control,0.310511241947279,0.840971212789316
231,Pre,MT2,1.3702380563579042,control,0.310511241947279,0.840971212789316
232,Pre,MT1,1.3586156733231591,control,1.51673547446923,-1.41907737334713
232,Pre,MT2,2.0041240707396812,control,1.51673547446923,-1.41907737334713
233,Pre,MT1,1.4848756512203118,control,0.142921153598756,1.40874445481173
233,Pre,MT2,2.0018239525186847,control,0.142921153598756,1.40874445481173
234,Pre,MT1,1.338706482505696,control,0.48684023456382,0.897029042901298
234,Pre,MT2,1.727091559123851,control,0.48684023456382,0.897029042901298
235,Pre,MT1,1.3249763227861453,control,-0.49820336648622,-0.8465814498082
235,Pre,MT2,1.649273519287356,control,-0.49820336648622,-0.8465814498082
236,Pre,MT1,1.347790946597193,control,0.203617747466035,0.997692950116136
236,Pre,MT2,2.0367410879524335,control,0.203617747466035,0.997692950116136
237,Pre,MT1,1.3642149056125752,control,-1.65726822797257,-2.76232413062317
237,Pre,MT2,1.7977947493762012,control,-1.65726822797257,-2.76232413062317
238,Pre,MT1,1.435563790131085,control,-1.14919559839245,0.743339738411158
238,Pre,MT2,1.5850860521675392,control,-1.14919559839245,0.743339738411158
239,Pre,MT1,1.0611181527966198,control,-0.89270554814307,-0.681143328525162
239,Pre,MT2,1.752963093866091,control,-0.89270554814307,-0.681143328525162
240,Pre,MT1,1.1794074550770723,control,1.7464681050564,-0.238894473227603
240,Pre,MT2,1.6298816952977382,control,1.7464681050564,-0.238894473227603
243,Pre,MT1,1.2070686740758736,control,-0.282191385863068,-0.457638642201215
243,Pre,MT2,1.4154790285691365,control,-0.282191385863068,-0.457638642201215
244,Pre,MT1,1.2451081672493303,control,0.663918062087464,-0.110169155910622
244,Pre,MT2,1.343561162500649,control,0.663918062087464,-0.110169155910622
246,Pre,MT1,1.7250441443933908,control,-0.580358861421163,0.695627546205131
246,Pre,MT2,1.7693325264857798,control,-0.580358861421163,0.695627546205131
247,Pre,MT1,1.3021692998605032,control,0.654094547800522,-0.828563389371972
247,Pre,MT2,1.6911256120875768,control,0.654094547800522,-0.828563389371972
248,Pre,MT1,1.2248103681994584,control,-0.178551807987919,0.367771183554464
248,Pre,MT2,1.7494790984835369,control,-0.178551807987919,0.367771183554464
249,Pre,MT1,1.1704452476910108,control,-1.06734313220665,-0.355543914011917
249,Pre,MT2,1.5092337858987426,control,-1.06734313220665,-0.355543914011917
250,Pre,MT1,1.132181864766116,control,-1.7724751972205,-0.47982283511267
250,Pre,MT2,1.765909084677541,control,-1.7724751972205,-0.47982283511267
