sub,sess,run,trial_num,cond,shape_stim,shape_resp,shape_RT,shape_acc,sound_stim,sound_resp,sound_RT,sound_acc
222,2,4,14,2,NaN,0,NaN,0,1,1,0.84615,1
222,2,4,15,1,1,1,0.57903,1,NaN,0,NaN,0
222,2,4,16,1,2,2,0.54699,1,NaN,0,NaN,0
222,2,4,17,2,NaN,0,NaN,0,2,1,1.15,0
222,2,4,18,1,1,1,0.56457,1,NaN,0,NaN,0
222,2,5,1,2,NaN,0,NaN,0,1,1,0.48964,1
222,2,5,2,2,NaN,0,NaN,0,2,2,0.59045,1
222,2,5,3,2,NaN,0,NaN,0,1,1,0.69163,1
222,2,5,4,1,2,2,0.67411,1,NaN,0,NaN,0
222,2,5,5,2,NaN,0,NaN,0,1,1,0.67207,1
222,2,5,6,1,2,2,0.72871,1,NaN,0,NaN,0
222,2,5,7,1,1,1,0.5775,1,NaN,0,NaN,0
222,2,5,8,3,1,1,1.0545,1,2,1,1.0825,0
222,2,5,9,2,NaN,0,NaN,0,1,1,0.67285,1
222,2,5,10,2,NaN,0,NaN,0,1,1,0.57522,1
222,2,5,11,3,1,1,0.68729,1,2,2,0.90628,1
222,2,5,12,3,2,2,0.59966,1,2,2,0.82566,1
222,2,5,13,1,1,1,0.55617,1,NaN,0,NaN,0
222,2,5,14,3,1,1,0.52958,1,2,2,0.86457,1
222,2,5,15,1,2,2,0.47399,1,NaN,0,NaN,0
222,2,5,16,3,1,1,0.47863,1,2,2,0.76863,1
222,2,5,17,1,2,2,0.51033,1,NaN,0,NaN,0
222,2,5,18,3,2,1,0.73853,0,1,1,0.96252,1
222,2,6,1,2,NaN,0,NaN,0,2,2,0.83639,1
222,2,6,2,3,2,2,1.175,1,1,1,1.4079,1
222,2,6,3,2,NaN,0,NaN,0,2,2,0.77925,1
222,2,6,4,3,2,2,0.82942,1,2,2,1.1234,1
222,2,6,5,3,2,2,0.71373,1,1,1,0.94773,1
222,2,6,6,2,NaN,0,NaN,0,1,1,1.1564,1
222,2,6,7,2,NaN,0,NaN,0,2,2,0.42521,1
222,2,6,8,1,2,2,0.88454,1,NaN,0,NaN,0
222,2,6,9,1,1,1,0.54007,1,NaN,0,NaN,0
222,2,6,10,2,NaN,0,NaN,0,1,1,0.67045,1
222,2,6,11,1,1,1,0.53951,1,NaN,0,NaN,0
222,2,6,12,3,1,1,0.52341,1,1,1,1.1564,1
222,2,6,13,3,2,2,0.67262,1,2,2,0.9246,1
222,2,6,14,1,2,2,0.57044,1,NaN,0,NaN,0
222,2,6,15,2,NaN,0,NaN,0,1,1,0.65075,1
222,2,6,16,3,1,1,0.57447,1,2,2,0.77545,1
222,2,6,17,1,1,1,0.52255,1,NaN,0,NaN,0
222,2,6,18,1,1,1,0.44916,1,NaN,0,NaN,0
223,2,1,1,3,1,1,1.072,1,2,1,1.316,0
223,2,1,2,2,NaN,0,NaN,0,2,2,0.72541,1
223,2,1,3,1,2,2,0.56451,1,NaN,0,NaN,0
223,2,1,4,1,2,2,0.55467,1,NaN,0,NaN,0
223,2,1,5,1,2,2,0.57092,1,NaN,0,NaN,0
223,2,1,6,1,2,2,0.50866,1,NaN,0,NaN,0
223,2,1,7,2,NaN,0,NaN,0,1,1,0.72998,1
223,2,1,8,3,1,1,0.88109,1,2,2,1.0641,1
223,2,1,9,2,NaN,0,NaN,0,2,2,1.0337,1
223,2,1,10,2,NaN,0,NaN,0,2,2,0.45438,1
223,2,1,11,1,1,1,0.84958,1,NaN,0,NaN,0
223,2,1,12,3,2,2,0.56055,1,2,2,0.99355,1
223,2,1,13,2,NaN,0,NaN,0,1,1,1.2407,1
223,2,1,14,1,1,1,1.0667,1,NaN,0,NaN,0
223,2,1,15,3,1,1,0.8793,1,1,1,1.2153,1
223,2,1,16,3,1,1,0.85169,1,1,1,1.1127,1
223,2,1,17,3,2,2,0.93154,1,1,1,1.2315,1
223,2,1,18,2,NaN,0,NaN,0,1,1,0.68248,1
223,2,2,1,3,2,2,1.2611,1,2,2,1.6361,1
223,2,2,2,2,NaN,0,NaN,0,1,1,0.75095,1
223,2,2,3,2,NaN,0,NaN,0,2,2,0.73675,1
223,2,2,4,1,1,1,0.75457,1,NaN,0,NaN,0
223,2,2,5,1,1,1,0.61444,1,NaN,0,NaN,0
223,2,2,6,3,1,1,1.0868,1,2,2,1.4538,1
223,2,2,7,1,1,1,0.75045,1,NaN,0,NaN,0
223,2,2,8,3,2,2,0.735,1,1,1,1.217,1
223,2,2,9,1,2,2,0.61217,1,NaN,0,NaN,0
223,2,2,10,3,1,1,1.0305,1,1,1,1.2845,1
223,2,2,11,3,2,2,0.94744,1,2,2,1.2824,1
223,2,2,12,2,NaN,0,NaN,0,2,2,1.4995,1
223,2,2,13,3,1,1,1.1633,1,1,1,1.4453,1
223,2,2,14,1,2,2,0.6332,1,NaN,0,NaN,0
223,2,2,15,1,2,2,0.74907,1,NaN,0,NaN,0
223,2,2,16,2,NaN,0,NaN,0,1,1,0.88234,1
223,2,2,17,2,NaN,0,NaN,0,2,2,0.59664,1
223,2,2,18,2,NaN,0,NaN,0,1,1,0.69407,1
223,2,3,1,1,2,2,0.61913,1,NaN,0,NaN,0
223,2,3,2,2,NaN,0,NaN,0,2,2,1.0235,1
223,2,3,3,2,NaN,0,NaN,0,2,2,0.84916,1
223,2,3,4,3,1,1,1.0634,1,1,2,1.4593,0
223,2,3,5,3,2,2,0.68408,1,1,1,1.0531,1
223,2,3,6,3,2,2,0.72119,1,1,1,1.0262,1
223,2,3,7,3,1,1,0.86148,1,2,2,1.1765,1
223,2,3,8,1,1,1,0.85741,1,NaN,0,NaN,0
223,2,3,9,1,1,1,0.84552,1,NaN,0,NaN,0
223,2,3,10,1,1,1,0.72549,1,NaN,0,NaN,0
223,2,3,11,3,1,1,0.78954,1,1,1,1.1015,1
223,2,3,12,2,NaN,0,NaN,0,2,2,0.82632,1
223,2,3,13,3,2,2,0.7845,1,1,1,1.1495,1
223,2,3,14,2,NaN,0,NaN,0,1,1,0.62038,1
223,2,3,15,1,2,2,0.80191,1,NaN,0,NaN,0
223,2,3,16,2,NaN,0,NaN,0,2,1,0.58029,0
223,2,3,17,1,2,2,0.74444,1,NaN,0,NaN,0
223,2,3,18,2,NaN,1,NaN,0,2,0,-6903.4,0
223,2,4,1,3,1,1,0.99463,1,2,2,1.3116,1
223,2,4,2,3,2,2,0.74634,1,2,2,1.2023,1
223,2,4,3,2,NaN,0,NaN,0,1,1,0.91724,1
223,2,4,4,3,1,1,1.1313,1,2,2,1.5923,1
223,2,4,5,1,1,1,1.0163,1,NaN,0,NaN,0
223,2,4,6,1,2,2,0.64329,1,NaN,0,NaN,0
223,2,4,7,2,NaN,0,NaN,0,2,2,1.2751,1
223,2,4,8,3,2,2,0.79221,1,1,1,1.2902,1
223,2,4,9,1,1,1,1.1671,1,NaN,0,NaN,0
223,2,4,10,2,NaN,0,NaN,0,2,2,0.92898,1
223,2,4,11,2,NaN,0,NaN,0,1,1,0.92009,1
223,2,4,12,1,2,2,0.74913,1,NaN,0,NaN,0
223,2,4,13,3,1,0,-7149.2,0,1,1,1.3702,1
223,2,4,14,1,1,1,0.80722,1,NaN,0,NaN,0
223,2,4,15,1,2,2,0.74927,1,NaN,0,NaN,0
223,2,4,16,3,2,2,0.94559,1,2,2,1.2646,1
223,2,4,17,2,NaN,0,NaN,0,1,1,1.6551,1
223,2,4,18,2,NaN,0,NaN,0,1,1,0.67314,1
223,2,5,1,3,1,1,1.2643,1,2,2,1.5363,1
223,2,5,2,2,NaN,0,NaN,0,2,2,0.91604,1
223,2,5,3,1,2,2,0.60629,1,NaN,0,NaN,0
223,2,5,4,1,2,2,0.58144,1,NaN,0,NaN,0
223,2,5,5,1,2,2,0.56561,1,NaN,0,NaN,0
223,2,5,6,1,2,2,0.59017,1,NaN,0,NaN,0
223,2,5,7,2,NaN,0,NaN,0,1,1,0.78251,1
223,2,5,8,3,1,1,0.84718,1,2,2,1.2612,1
223,2,5,9,2,NaN,0,NaN,0,2,2,0.95847,1
223,2,5,10,2,NaN,0,NaN,0,2,2,0.72887,1
223,2,5,11,1,1,1,0.95536,1,NaN,0,NaN,0
223,2,5,12,3,2,1,2.1029,0,2,2,1.7099,1
223,2,5,13,2,NaN,0,NaN,0,1,1,0.71769,1
223,2,5,14,1,1,1,0.73477,1,NaN,0,NaN,0
223,2,5,15,3,1,1,1.6528,1,1,1,1.2388,1
223,2,5,16,3,1,1,1.2673,1,1,1,0.82533,1
223,2,5,17,3,2,2,0.68858,1,1,1,1.0826,1
223,2,5,18,2,NaN,0,NaN,0,1,1,0.85684,1
223,2,6,1,3,2,2,0.72845,1,2,2,1.1594,1
223,2,6,2,2,NaN,0,NaN,0,1,1,0.84664,1
223,2,6,3,2,NaN,0,NaN,0,2,2,0.76271,1
223,2,6,4,1,1,1,0.93785,1,NaN,0,NaN,0
223,2,6,5,1,1,1,0.62151,1,NaN,0,NaN,0
223,2,6,6,3,1,1,0.89543,1,2,2,1.3624,1
223,2,6,7,1,1,1,0.93751,1,NaN,0,NaN,0
223,2,6,8,3,2,2,0.69842,1,1,1,1.3014,1
223,2,6,9,1,2,2,0.96451,1,NaN,0,NaN,0
223,2,6,10,3,1,1,0.74954,1,1,1,1.1255,1
223,2,6,11,3,2,2,0.77654,1,2,2,1.2955,1
223,2,6,12,2,NaN,0,NaN,0,2,2,0.87043,1
223,2,6,13,3,1,1,0.70156,1,1,1,1.1145,1
223,2,6,14,1,2,2,0.97449,1,NaN,0,NaN,0
223,2,6,15,1,2,2,0.86324,1,NaN,0,NaN,0
223,2,6,16,2,NaN,0,NaN,0,1,1,0.94123,1
223,2,6,17,2,NaN,0,NaN,0,2,2,0.75506,1
223,2,6,18,2,NaN,0,NaN,0,1,1,0.70508,1
224,2,1,1,3,2,2,1.3945,1,2,1,1.6955,0
224,2,1,2,2,NaN,0,NaN,0,2,2,0.54914,1
224,2,1,3,1,1,1,0.61862,1,NaN,0,NaN,0
224,2,1,4,1,1,1,0.52733,1,NaN,0,NaN,0
224,2,1,5,2,NaN,0,NaN,0,1,2,0.61045,0
224,2,1,6,1,1,1,0.66994,1,NaN,0,NaN,0
224,2,1,7,2,NaN,0,NaN,0,2,1,0.79962,0
224,2,1,8,1,1,1,0.50405,1,NaN,0,NaN,0
224,2,1,9,3,2,2,1.5545,1,2,2,1.8245,1
224,2,1,10,3,2,2,0.9867,1,2,2,1.1097,1
224,2,1,11,2,NaN,0,NaN,0,1,1,0.61865,1
224,2,1,12,2,NaN,0,NaN,0,2,2,0.83763,1
224,2,1,13,3,1,1,1.0713,1,1,1,1.3433,1
224,2,1,14,1,2,0,-10011,0,NaN,1,NaN,0
224,2,1,15,1,1,1,0.6666,1,NaN,0,NaN,0
224,2,1,16,2,NaN,0,NaN,0,1,1,0.71723,1
224,2,1,17,3,2,2,0.55236,1,1,1,0.85936,1
224,2,1,18,3,2,2,0.67267,1,1,1,0.80167,1
224,2,2,1,1,2,2,0.64663,1,NaN,0,NaN,0
224,2,2,2,3,1,1,0.61144,1,1,2,0.84444,0
224,2,2,3,1,1,1,0.45662,1,NaN,0,NaN,0
224,2,2,4,1,1,1,0.54764,1,NaN,0,NaN,0
224,2,2,5,2,NaN,0,NaN,0,2,2,0.8645,1
224,2,2,6,2,NaN,0,NaN,0,2,2,0.60133,1
224,2,2,7,1,2,2,0.44349,1,NaN,0,NaN,0
224,2,2,8,1,2,2,0.53664,1,NaN,0,NaN,0
224,2,2,9,3,2,2,0.6842,1,1,1,1.0162,1
224,2,2,10,2,NaN,0,NaN,0,1,2,0.64158,0
224,2,2,11,2,NaN,0,NaN,0,2,1,0.55559,0
224,2,2,12,2,NaN,0,NaN,0,2,2,0.67057,1
224,2,2,13,2,NaN,0,NaN,0,2,2,0.50188,1
224,2,2,14,3,2,2,0.8285,1,1,1,0.98949,1
224,2,2,15,3,1,1,1.1816,1,1,2,1.3536,0
224,2,2,16,1,1,1,0.70231,1,NaN,0,NaN,0
224,2,2,17,3,2,2,0.71854,1,1,1,0.82953,1
224,2,2,18,3,1,1,0.68458,1,2,2,0.81757,1
224,2,3,1,1,2,2,0.81429,1,NaN,0,NaN,0
224,2,3,2,3,2,2,0.44753,1,1,1,0.77951,1
224,2,3,3,2,NaN,0,NaN,0,2,2,0.41953,1
224,2,3,4,3,1,1,0.77344,1,2,2,0.92743,1
224,2,3,5,3,1,1,0.76356,1,1,1,1.0255,1
224,2,3,6,3,1,1,0.64947,1,2,2,0.81146,1
224,2,3,7,1,2,2,0.54134,1,NaN,0,NaN,0
224,2,3,8,1,2,2,0.3885,1,NaN,0,NaN,0
224,2,3,9,1,1,1,0.59449,1,NaN,0,NaN,0
224,2,3,10,2,NaN,0,NaN,0,2,2,0.7254,1
224,2,3,11,3,1,1,0.76356,1,2,2,0.87956,1
224,2,3,12,2,NaN,0,NaN,0,1,1,0.75155,1
224,2,3,13,2,NaN,0,NaN,0,2,2,0.48741,1
224,2,3,14,3,1,1,0.78422,1,1,1,0.91822,1
224,2,3,15,1,2,2,0.58831,1,NaN,0,NaN,0
224,2,3,16,2,NaN,0,NaN,0,1,1,0.68048,1
224,2,3,17,1,2,2,0.57926,1,NaN,0,NaN,0
224,2,3,18,2,NaN,0,NaN,0,1,1,0.552,1
224,2,4,1,3,1,1,0.53616,1,1,1,0.76315,1
224,2,4,2,2,NaN,0,NaN,0,1,1,0.65712,1
224,2,4,3,1,2,2,0.49522,1,NaN,0,NaN,0
224,2,4,4,1,2,2,0.46734,1,NaN,0,NaN,0
224,2,4,5,3,2,2,0.6981,1,2,2,0.9531,1
224,2,4,6,2,NaN,0,NaN,0,1,1,1.1178,1
224,2,4,7,1,1,1,0.59538,1,NaN,0,NaN,0
224,2,4,8,3,1,1,0.6634,1,2,2,0.8384,1
224,2,4,9,3,2,2,0.50827,1,2,2,1.6703,1
224,2,4,10,2,NaN,0,NaN,0,2,2,0.52629,1
224,2,4,11,3,1,1,1.0303,1,1,1,1.1763,1
224,2,4,12,3,1,1,1.0123,1,1,1,1.7623,1
224,2,4,13,1,1,1,0.54435,1,NaN,0,NaN,0
224,2,4,14,1,2,2,0.58007,1,NaN,0,NaN,0
224,2,4,15,2,NaN,0,NaN,0,2,2,0.56121,1
224,2,4,16,2,NaN,0,NaN,0,2,2,0.6712,1
224,2,4,17,2,NaN,0,NaN,0,1,1,0.57917,1
224,2,4,18,1,2,2,0.6172,1,NaN,0,NaN,0
224,2,5,1,3,2,2,0.65024,1,2,2,0.92025,1
224,2,5,2,2,NaN,0,NaN,0,2,2,0.61465,1
224,2,5,3,1,1,2,0.56941,0,NaN,0,NaN,0
224,2,5,4,1,1,1,0.58744,1,NaN,0,NaN,0
224,2,5,5,2,NaN,0,NaN,0,1,2,0.5996,0
224,2,5,6,1,1,1,0.54456,1,NaN,0,NaN,0
224,2,5,7,2,NaN,0,NaN,0,2,1,1.0153,0
224,2,5,8,1,1,1,0.47531,1,NaN,0,NaN,0
224,2,5,9,3,2,2,0.66191,1,2,2,0.8139,1
224,2,5,10,3,2,2,0.62121,1,2,2,0.77819,1
224,2,5,11,2,NaN,0,NaN,0,1,1,0.90148,1
224,2,5,12,2,NaN,0,NaN,0,2,2,0.96521,1
224,2,5,13,3,1,1,0.7928,1,1,1,1.0798,1
224,2,5,14,1,2,2,0.56447,1,NaN,0,NaN,0
224,2,5,15,1,1,1,0.50275,1,NaN,0,NaN,0
224,2,5,16,2,NaN,0,NaN,0,1,1,0.58642,1
224,2,5,17,3,2,2,0.7558,1,1,1,0.93481,1
224,2,5,18,3,2,2,0.59558,1,1,1,0.72459,1
224,2,6,1,1,2,2,0.55343,1,NaN,0,NaN,0
224,2,6,2,3,1,1,0.66159,1,1,1,0.93059,1
224,2,6,3,1,1,1,0.53359,1,NaN,0,NaN,0
224,2,6,4,1,1,1,0.46999,1,NaN,0,NaN,0
224,2,6,5,2,NaN,0,NaN,0,2,2,0.74347,1
224,2,6,6,2,NaN,0,NaN,0,2,2,0.61972,1
224,2,6,7,1,2,2,0.53154,1,NaN,0,NaN,0
224,2,6,8,1,2,2,0.50915,1,NaN,0,NaN,0
224,2,6,9,3,2,2,0.6233,1,1,1,1.2083,1
224,2,6,10,2,NaN,0,NaN,0,1,1,0.85939,1
224,2,6,11,2,NaN,0,NaN,0,2,2,0.81051,1
224,2,6,12,2,NaN,0,NaN,0,2,2,0.95547,1
224,2,6,13,2,NaN,0,NaN,0,2,1,0.83222,0
224,2,6,14,3,2,2,0.73356,1,1,1,0.89355,1
224,2,6,15,3,1,1,1.2031,1,1,1,1.432,1
224,2,6,16,1,1,1,0.63202,1,NaN,0,NaN,0
224,2,6,17,3,2,2,0.74747,1,1,1,0.91148,1
224,2,6,18,3,1,1,0.77355,1,2,2,1.0036,1
225,2,1,1,1,2,2,0.72782,1,NaN,0,NaN,0
225,2,1,2,1,1,1,0.45449,1,NaN,0,NaN,0
225,2,1,3,1,2,2,0.59514,1,NaN,0,NaN,0
225,2,1,4,3,1,1,1.0637,1,2,2,1.4337,1
225,2,1,5,2,NaN,0,NaN,0,1,1,0.79887,1
225,2,1,6,2,NaN,0,NaN,0,1,1,1.2484,1
225,2,1,7,3,2,2,1.858,1,1,1,1.555,1
225,2,1,8,2,NaN,0,NaN,0,2,2,0.9794,1
225,2,1,9,1,1,1,0.77706,1,NaN,0,NaN,0
225,2,1,10,2,NaN,0,NaN,0,2,2,1.4036,1
225,2,1,11,1,1,1,1.3385,1,NaN,0,NaN,0
225,2,1,12,3,1,1,1.1789,1,2,2,1.4248,1
225,2,1,13,3,2,2,1.8412,1,2,2,1.5533,1
225,2,1,14,2,NaN,0,NaN,0,2,2,1.2059,1
225,2,1,15,3,1,1,1.7699,1,1,1,1.3119,1
225,2,1,16,3,2,1,1.6212,0,1,1,1.1402,1
225,2,1,17,2,NaN,0,NaN,0,1,1,0.75831,1
225,2,1,18,1,2,2,1.7541,1,NaN,0,NaN,0
225,2,2,1,3,2,2,2.1348,1,1,1,1.4469,1
225,2,2,2,2,NaN,0,NaN,0,2,2,0.96585,1
225,2,2,3,2,NaN,0,NaN,0,2,2,0.89388,1
225,2,2,4,1,1,1,0.73643,1,NaN,0,NaN,0
225,2,2,5,3,2,2,2.0786,1,2,2,1.6796,1
225,2,2,6,2,NaN,0,NaN,0,2,2,0.82763,1
225,2,2,7,1,2,2,0.94991,1,NaN,0,NaN,0
225,2,2,8,2,NaN,0,NaN,0,1,1,1.0356,1
225,2,2,9,3,1,1,1.9666,1,1,1,1.4706,1
225,2,2,10,2,NaN,0,NaN,0,1,1,1.3985,1
225,2,2,11,1,1,1,0.97433,1,NaN,0,NaN,0
225,2,2,12,3,2,2,1.8813,1,2,2,1.2883,1
225,2,2,13,2,NaN,0,NaN,0,1,1,0.93471,1
225,2,2,14,1,1,1,0.67775,1,NaN,0,NaN,0
225,2,2,15,1,2,2,0.93668,1,NaN,0,NaN,0
225,2,2,16,1,1,1,0.9988,1,NaN,0,NaN,0
225,2,2,17,3,2,2,1.8475,1,1,1,1.1635,1
225,2,2,18,3,1,1,1.5925,1,2,2,1.2175,1
225,2,3,1,3,2,2,1.4102,1,1,1,1.1093,1
225,2,3,2,3,2,2,1.3757,1,1,1,0.96669,1
225,2,3,3,1,1,1,0.91872,1,NaN,0,NaN,0
225,2,3,4,2,NaN,0,NaN,0,2,2,1.0952,1
225,2,3,5,3,2,2,1.5674,1,2,2,1.3105,1
225,2,3,6,1,2,2,1.0776,1,NaN,0,NaN,0
225,2,3,7,3,2,2,1.8934,1,1,1,1.6034,1
225,2,3,8,1,1,1,1.2824,1,NaN,0,NaN,0
225,2,3,9,3,1,1,1.2472,1,2,2,1.5122,1
225,2,3,10,2,NaN,0,NaN,0,2,2,0.98847,1
225,2,3,11,2,NaN,0,NaN,0,1,1,0.88359,1
225,2,3,12,3,1,1,2.2846,1,1,1,1.3856,1
225,2,3,13,2,NaN,0,NaN,0,2,2,1.0316,1
225,2,3,14,1,1,1,0.8155,1,NaN,0,NaN,0
225,2,3,15,2,NaN,0,NaN,0,1,1,1.1116,1
225,2,3,16,1,1,1,0.65725,1,NaN,0,NaN,0
225,2,3,17,2,NaN,0,NaN,0,2,2,1.6164,1
225,2,3,18,1,2,2,1.0882,1,NaN,0,NaN,0
225,2,4,1,3,1,1,1.7322,1,1,1,1.2912,1
225,2,4,2,1,2,2,0.73631,1,NaN,0,NaN,0
225,2,4,3,2,NaN,0,NaN,0,1,1,1.2269,1
225,2,4,4,3,1,1,2.3693,1,2,2,1.8583,1
225,2,4,5,2,NaN,0,NaN,0,1,1,1.4906,1
225,2,4,6,3,1,1,1.0444,1,1,1,1.4364,1
225,2,4,7,3,1,1,1.4184,1,1,1,1.8283,1
225,2,4,8,2,NaN,0,NaN,0,1,1,1.0973,1
225,2,4,9,1,2,2,0.78932,1,NaN,0,NaN,0
225,2,4,10,1,1,1,1.0262,1,NaN,0,NaN,0
225,2,4,11,2,NaN,0,NaN,0,2,2,0.57787,1
225,2,4,12,1,2,0,-3763.9,0,NaN,0,NaN,0
225,2,4,13,1,2,2,0.67643,1,NaN,0,NaN,0
225,2,4,14,2,NaN,0,NaN,0,2,2,0.70677,1
225,2,4,15,2,NaN,0,NaN,0,2,2,1.06,1
225,2,4,16,3,2,2,1.6234,1,2,2,1.4003,1
225,2,4,17,3,2,2,1.4253,1,2,2,1.1434,1
225,2,4,18,1,1,1,0.9263,1,NaN,0,NaN,0
225,2,5,1,1,2,1,3.7726,0,NaN,0,NaN,0
225,2,5,2,1,1,1,0.58073,1,NaN,0,NaN,0
225,2,5,3,1,2,2,0.59789,1,NaN,0,NaN,0
225,2,5,4,3,1,1,1.5237,1,2,2,1.0377,1
225,2,5,5,2,NaN,0,NaN,0,1,1,1.0468,1
225,2,5,6,2,NaN,0,NaN,0,1,1,0.81214,1
225,2,5,7,3,2,2,1.3663,1,1,1,1.0943,1
225,2,5,8,2,NaN,0,NaN,0,2,2,1.0105,1
225,2,5,9,1,1,1,0.94931,1,NaN,0,NaN,0
225,2,5,10,2,NaN,0,NaN,0,2,2,1.2817,1
225,2,5,11,1,1,1,0.91273,1,NaN,0,NaN,0
225,2,5,12,3,1,1,0.90743,1,2,2,1.4204,1
225,2,5,13,3,2,2,1.7611,1,2,2,1.1731,1
225,2,5,14,2,NaN,0,NaN,0,2,2,1.1459,1
225,2,5,15,3,1,1,1.8877,1,1,1,1.2317,1
225,2,5,16,3,2,2,1.2784,1,1,1,0.90643,1
225,2,5,17,2,NaN,0,NaN,0,1,1,1.5306,1
225,2,5,18,1,2,2,0.92903,1,NaN,0,NaN,0
225,2,6,1,3,2,2,1.2393,1,1,1,0.94527,1
225,2,6,2,2,NaN,0,NaN,0,2,2,1.0948,1
225,2,6,3,2,NaN,0,NaN,0,2,2,0.75486,1
225,2,6,4,1,1,1,0.75955,1,NaN,0,NaN,0
225,2,6,5,3,2,2,1.9306,1,2,2,1.3066,1
225,2,6,6,2,NaN,0,NaN,0,2,2,1.1146,1
225,2,6,7,1,2,2,0.68563,1,NaN,0,NaN,0
225,2,6,8,2,NaN,0,NaN,0,1,1,1.1606,1
225,2,6,9,3,1,1,1.1294,1,1,1,1.3914,1
225,2,6,10,2,NaN,0,NaN,0,1,1,1.6206,1
225,2,6,11,1,1,1,0.64655,1,NaN,0,NaN,0
225,2,6,12,3,2,2,1.8696,1,2,2,1.4176,1
225,2,6,13,2,NaN,0,NaN,0,1,1,0.93765,1
225,2,6,14,1,1,1,0.49937,1,NaN,0,NaN,0
225,2,6,15,1,2,2,1.0335,1,NaN,0,NaN,0
225,2,6,16,1,1,1,0.92623,1,NaN,0,NaN,0
225,2,6,17,3,2,2,2.0566,1,1,1,1.1266,1
225,2,6,18,3,1,1,1.4855,1,2,2,2.9145,1
226,2,1,1,2,NaN,0,NaN,0,2,2,1.9291,1
226,2,1,2,2,NaN,0,NaN,0,2,2,0.47073,1
226,2,1,3,3,2,2,1.0175,1,1,1,0.7555,1
226,2,1,4,1,1,1,0.61487,1,NaN,0,NaN,0
226,2,1,5,2,NaN,0,NaN,0,1,1,0.92872,1
226,2,1,6,1,1,1,0.68503,1,NaN,0,NaN,0
226,2,1,7,3,1,1,0.8917,1,1,1,1.4667,1
226,2,1,8,1,2,2,0.58655,1,NaN,0,NaN,0
226,2,1,9,3,2,2,1.64,1,1,1,1.153,1
226,2,1,10,2,NaN,0,NaN,0,1,1,1.0055,1
226,2,1,11,3,1,1,1.3507,1,2,2,0.97974,1
226,2,1,12,1,1,1,0.66322,1,NaN,0,NaN,0
226,2,1,13,3,2,2,0.70486,1,1,1,0.96487,1
226,2,1,14,1,1,1,0.60507,1,NaN,0,NaN,0
226,2,1,15,1,2,2,0.80164,1,NaN,0,NaN,0
226,2,1,16,3,2,2,0.90258,1,2,2,1.1516,1
226,2,1,17,2,NaN,0,NaN,0,2,2,1.1829,1
226,2,1,18,2,NaN,0,NaN,0,2,2,0.43672,1
226,2,2,1,1,1,1,0.99958,1,NaN,0,NaN,0
226,2,2,2,1,1,1,0.49711,1,NaN,0,NaN,0
226,2,2,3,2,NaN,0,NaN,0,1,1,0.64871,1
226,2,2,4,3,1,1,0.69575,1,2,2,1.0607,1
226,2,2,5,3,2,2,0.71323,1,2,1,0.86822,0
226,2,2,6,2,NaN,0,NaN,0,2,2,0.60966,1
226,2,2,7,2,NaN,0,NaN,0,1,1,0.43166,1
226,2,2,8,2,NaN,0,NaN,0,2,2,0.53074,1
226,2,2,9,2,NaN,0,NaN,0,2,2,0.91124,1
226,2,2,10,3,2,2,1.1747,1,1,1,1.6177,1
226,2,2,11,1,2,2,0.73171,1,NaN,0,NaN,0
226,2,2,12,3,2,2,0.6887,1,1,1,0.94669,1
226,2,2,13,1,1,1,0.50978,1,NaN,0,NaN,0
226,2,2,14,3,2,2,0.94545,1,1,1,1.2344,1
226,2,2,15,1,2,2,0.71821,1,NaN,0,NaN,0
226,2,2,16,1,1,1,0.98142,1,NaN,0,NaN,0
226,2,2,17,3,1,1,0.82297,1,1,1,1.195,1
226,2,2,18,2,NaN,0,NaN,0,2,2,1.6674,1
226,2,3,1,2,NaN,0,NaN,0,2,2,0.88496,1
226,2,3,2,3,1,1,0.88454,1,1,1,0.91653,1
226,2,3,3,1,1,1,0.70166,1,NaN,0,NaN,0
226,2,3,4,3,2,2,0.80806,1,2,2,1.0411,1
226,2,3,5,1,1,1,0.66951,1,NaN,0,NaN,0
226,2,3,6,2,NaN,0,NaN,0,1,1,1.4939,1
226,2,3,7,1,2,2,0.57664,1,NaN,0,NaN,0
226,2,3,8,3,2,2,0.60668,1,1,1,0.85968,1
226,2,3,9,3,1,1,0.5737,1,2,2,0.54969,1
226,2,3,10,2,NaN,0,NaN,0,2,2,0.89952,1
226,2,3,11,2,NaN,0,NaN,0,1,1,0.6427,1
226,2,3,12,2,NaN,0,NaN,0,2,2,1.2185,1
226,2,3,13,3,2,1,1.0036,0,2,2,2.1156,1
226,2,3,14,3,2,2,1.0515,1,1,1,1.3865,1
226,2,3,15,1,1,1,0.67219,1,NaN,0,NaN,0
226,2,3,16,1,2,2,0.91151,1,NaN,0,NaN,0
226,2,3,17,1,1,1,0.66344,1,NaN,0,NaN,0
226,2,3,18,2,NaN,0,NaN,0,1,1,1.0226,1
226,2,4,1,2,NaN,0,NaN,0,1,1,1.496,1
226,2,4,2,1,1,1,0.71524,1,NaN,0,NaN,0
226,2,4,3,1,1,1,0.60349,1,NaN,0,NaN,0
226,2,4,4,3,2,2,0.74826,1,2,1,0.93024,0
226,2,4,5,2,NaN,0,NaN,0,2,2,0.99726,1
226,2,4,6,3,2,2,0.82398,1,1,1,1.234,1
226,2,4,7,2,NaN,0,NaN,0,2,2,0.79337,1
